MP_Name,Is_Former_Member,Constituency,State,Lok_Sabha,Entitlement,Released,AmountAvailable,WorksRecommCost,WSCost,ActualExpenditureIncurred,UnspentBalance,Flag_Overspend,Sanction_Ratio,Flag_Sanction_Over_Entitlement,Recomm_Ratio,Flag_Recomm_Over_Entitlement,Unspent_Share,Flag_Idle_Funds,Execution_Gap_Share,Flag_Execution_Gap,Anomaly_Score,Risk_Score,Risk_Level,Risk_Reasons
Anubhav Mohanty,False,KENDRAPARA,,17th Lok Sabha,19.5,9.5,14.923,25.3215,14.8338,12.7406,2.1824,0,0.7607076923076923,0,1.2985384615384616,0,0.1462440528043959,0,0.14111016732057866,0,0.551,11.0,Low,Compliant within operational parameters
Suresh Pujari,False,BARGARH,,17th Lok Sabha,17.0,9.5,9.8629,12.0625,9.66,7.7436,2.1193,0,0.5682352941176471,0,0.7095588235294118,0,0.21487594926441514,0,0.1983850931677019,0,0.466,9.3,Low,Compliant within operational parameters
Sarmistha Sethi,False,JAJPUR(SC),,17th Lok Sabha,17.0,9.5,9.708,9.9171,9.4513,7.6582,2.0498,0,0.5559588235294117,0,0.5833588235294117,0,0.2111454470539761,0,0.18971993270766985,0,0.458,9.2,Low,Compliant within operational parameters
Bhartruhari Mahtab,False,CUTTACK,,17th Lok Sabha,17.0,9.5,10.978,14.7732,10.2453,8.1915,2.7865,0,0.602664705882353,0,0.8690117647058823,0,0.25382583348515214,0,0.2004626511668766,0,0.496,9.9,Low,Compliant within operational parameters
Saptagiri Sankar Ulaka,False,KORAPUT(ST),,17th Lok Sabha,17.0,9.5,12.0602,17.8946,11.2041,11.2965,0.7637,0,0.659064705882353,0,1.0526235294117647,0,0.0633239913102602,0,-0.008246981015878079,0,0.541,10.8,Low,Compliant within operational parameters
Vaithilingam Ve.,False,PONDICHERRY,,17th Lok Sabha,17.0,7.0,7.0,22.7985,11.7012,5.0627,1.9373,0,0.6883058823529412,0,1.3410882352941176,0,0.27675714285714287,0,0.5673349741906812,1,0.605,32.1,Low,Execution delay gap (>40% sanctioned not spent)
Amar Singh,False,FATEHGARH SAHIB(SC),,17th Lok Sabha,17.0,9.5,10.937,15.3875,10.6241,8.1566,2.7804,0,0.6249470588235294,0,0.9051470588235294,0,0.25421962146841004,0,0.23225496747959837,0,0.493,9.9,Low,Compliant within operational parameters
Gurjeet Singh Aujla,False,AMRITSAR,,17th Lok Sabha,17.0,12.0,13.2694,13.0287,12.1011,11.4128,1.8566,0,0.7118294117647059,0,0.7663941176470589,0,0.1399158967247954,0,0.05687912669096197,0,0.492,9.8,Low,Compliant within operational parameters
Simranjit Singh Mann,False,SANGRUR,,17th Lok Sabha,10.0,2.5,2.7787,4.6174,1.8196,0.5283,2.2504,0,0.18196,0,0.46174,0,0.8098751214596753,1,0.7096614640580348,1,0.704,54.1,Medium,High idle/unspent balance (>50%); Execution delay gap (>40% sanctioned not spent); Peer distribution outlier (Isolation Forest)
Santokh Singh Chaudhary,False,JALANDHAR(SC),,17th Lok Sabha,17.0,7.0,7.8318,6.1585,5.3395,2.9567,4.8751,0,0.31408823529411767,0,0.36226470588235293,0,0.6224750376669476,1,0.4462590130162,1,0.65,53.0,Medium,High idle/unspent balance (>50%); Execution delay gap (>40% sanctioned not spent)
Sukhbir Singh Badal,False,FIROZPUR,,17th Lok Sabha,17.0,9.5,9.9782,10.664,9.6659,8.2447,1.7335,0,0.5685823529411765,0,0.6272941176470588,0,0.17372872862840996,0,0.14703235084161853,0,0.455,9.1,Low,Compliant within operational parameters
Manish Tewari,False,ANANDPUR SAHIB,,17th Lok Sabha,17.0,9.5,10.979,12.1085,10.0421,8.1116,2.8674,0,0.5907117647058824,0,0.7122647058823529,0,0.26117132707896895,0,0.19224066679280236,0,0.483,9.7,Low,Compliant within operational parameters
Harsimrat Kaur Badal,False,BHATINDA,,17th Lok Sabha,17.0,7.0,8.938,12.5649,7.8914,7.175,1.763,0,0.4642,0,0.7391117647058824,0,0.19724770642201833,0,0.09078237068200828,0,0.489,9.8,Low,Compliant within operational parameters
Preneet Kaur,False,PATIALA,,17th Lok Sabha,17.0,7.0,7.2274,7.0673,7.0673,6.6479,0.5795,0,0.4157235294117647,0,0.4157235294117647,0,0.08018097794504248,0,0.05934373806121156,0,0.488,9.8,Low,Compliant within operational parameters
Som Parkash,False,HOSHIARPUR(SC),,17th Lok Sabha,17.0,7.0,7.4267,18.8949,7.6463,5.8614,1.5653,0,0.44978235294117647,0,1.111464705882353,0,0.21076655849839093,0,0.23343316375240317,0,0.547,10.9,Low,Compliant within operational parameters
Sunny Deol,False,GURDASPUR,,17th Lok Sabha,17.0,7.0,7.2198,7.0222,7.0222,5.8454,1.3744,0,0.4130705882352941,0,0.4130705882352941,0,0.19036538408266157,0,0.167582808806357,0,0.487,9.7,Low,Compliant within operational parameters
Bhagwant Mann,True,SANGRUR,,17th Lok Sabha,12.0,7.0,7.6488,8.2364,5.3892,2.7019,4.9469,0,0.4491,0,0.6863666666666667,0,0.6467550465432487,1,0.4986454390262005,1,0.625,52.5,Medium,High idle/unspent balance (>50%); Execution delay gap (>40% sanctioned not spent)
Ravneet Singh,False,LUDHIANA,,17th Lok Sabha,17.0,7.0,7.6905,10.3442,6.8733,4.9836,2.7069,0,0.40431176470588237,0,0.6084823529411765,0,0.3519797152330798,0,0.2749334380865087,0,0.528,10.6,Low,Compliant within operational parameters
Jasbir Singh Gill,False,KHADOOR SAHIB,,17th Lok Sabha,17.0,9.5,12.8279,12.6231,12.6231,10.8853,1.9426,0,0.7425352941176471,0,0.7425352941176471,0,0.1514355428402155,0,0.13766824314154208,0,0.47,9.4,Low,Compliant within operational parameters
Mohammad Sadique,False,FARIDKOT(SC),,17th Lok Sabha,17.0,9.5,12.9227,12.1496,12.1496,10.0311,2.8916,0,0.7146823529411764,0,0.7146823529411764,0,0.22376128827566993,0,0.17436788042404683,0,0.486,9.7,Low,Compliant within operational parameters
Diya Kumari,False,RAJSAMAND,,17th Lok Sabha,17.0,7.0,9.6062,14.0846,8.6167,8.7312,0.875,0,0.5068647058823529,0,0.8285058823529412,0,0.09108700630842581,0,-0.013288149755706895,0,0.513,10.3,Low,Compliant within operational parameters
Om Birla,False,KOTA,,17th Lok Sabha,19.5,5.0,5.4031,7.4892,5.6969,2.4696,2.9335,0,0.29214871794871794,0,0.38406153846153845,0,0.5429290592437674,1,0.5665010795344837,1,0.649,53.0,Medium,High idle/unspent balance (>50%); Execution delay gap (>40% sanctioned not spent)
Balak Nath,False,ALWAR,,17th Lok Sabha,17.0,12.0,16.8032,22.7386,16.5199,14.3786,2.4246,0,0.9717588235294118,0,1.337564705882353,0,0.14429394401066462,0,0.12961942868903562,0,0.593,11.9,Low,Compliant within operational parameters
Chandra Prakash Joshi,False,CHITTORGARH,,17th Lok Sabha,17.0,7.0,7.5032,13.0034,7.1649,6.1774,1.3258,0,0.42146470588235296,0,0.7649058823529411,0,0.17669794221132318,0,0.1378246730589402,0,0.484,9.7,Low,Compliant within operational parameters
Kailash Choudhary,False,BARMER,,17th Lok Sabha,17.0,9.5,10.0178,19.0155,10.5306,8.6005,1.4173,0,0.6194470588235294,0,1.1185588235294117,0,0.14147816885943024,0,0.18328490304446085,0,0.525,10.5,Low,Compliant within operational parameters
Nihal Chand Chauhan,False,GANGANAGAR(SC),,17th Lok Sabha,17.0,7.0,7.4576,11.1893,7.6015,5.186,2.2716,0,0.4471470588235294,0,0.6581941176470588,0,0.3046020167346063,0,0.31776623034927315,0,0.504,10.1,Low,Compliant within operational parameters
Arjunlal Meena,False,UDAIPUR(ST),,17th Lok Sabha,17.0,7.0,7.2291,7.0696,7.0695,6.3789,0.8502,0,0.4158529411764706,0,0.4158588235294118,0,0.1176080009959746,0,0.09768724803734351,0,0.478,9.6,Low,Compliant within operational parameters
Arjun Ram Meghwal,False,BIKANER(SC),,17th Lok Sabha,17.0,9.5,17.0028,23.3846,19.5082,13.5705,3.4323,0,1.147541176470588,1,1.3755647058823528,0,0.20186675135859977,0,0.3043694446437908,0,0.634,37.7,Medium,Works sanctioned exceed entitlement ceiling (>105%)
Ranjeeta Koli,False,BHARATPUR(SC),,17th Lok Sabha,17.0,7.0,8.4226,11.5363,8.3914,6.9926,1.43,0,0.4936117647058824,0,0.6786058823529412,0,0.16978130268563152,0,0.16669447291274403,0,0.463,9.3,Low,Compliant within operational parameters
Ramcharan Bohra,False,JAIPUR,,17th Lok Sabha,17.0,7.0,7.45,9.2818,7.9818,5.8878,1.5622,0,0.46951764705882354,0,0.5459882352941177,0,0.20969127516778524,0,0.26234683905885886,0,0.491,9.8,Low,Compliant within operational parameters
Devji Mansingram Patel,False,JALORE,,17th Lok Sabha,17.0,9.5,10.028,10.9666,9.3098,9.4932,0.5348,0,0.547635294117647,0,0.6450941176470588,0,0.053330674112485044,0,-0.019699671314099197,0,0.496,9.9,Low,Compliant within operational parameters
Sumedhanand Saraswati,False,SIKAR,,17th Lok Sabha,17.0,9.5,9.7297,20.6701,9.2062,8.0418,1.6879,0,0.5415411764705883,0,1.2158882352941178,0,0.17347914118626473,0,0.12647998088244883,0,0.546,10.9,Low,Compliant within operational parameters
Rajyavardhan Singh Rathore,False,JAIPUR RURAL,,17th Lok Sabha,17.0,5.0,5.5219,7.2772,7.2572,4.0252,1.4967,0,0.4268941176470588,0,0.4280705882352941,0,0.2710480088375378,0,0.4453508240092598,1,0.548,31.0,Low,Execution delay gap (>40% sanctioned not spent)
Jaskaur Meena,False,DAUSA(ST),,17th Lok Sabha,17.0,7.0,11.1101,11.4842,10.9551,11.0341,0.076,0,0.6444176470588235,0,0.6755411764705882,0,0.006840622496647195,0,-0.007211253206269284,0,0.517,10.3,Low,Compliant within operational parameters
P.P. Chaudhary,False,PALI,,17th Lok Sabha,17.0,7.0,7.2829,9.6703,7.8062,5.6371,1.6458,0,0.4591882352941176,0,0.5688411764705882,0,0.22598140850485385,0,0.27786887345955774,0,0.492,9.8,Low,Compliant within operational parameters
Kanakmal Katara,False,BANSWARA(ST),,17th Lok Sabha,17.0,9.5,9.6553,20.2804,13.2401,7.3541,2.3012,0,0.7788294117647059,0,1.192964705882353,0,0.23833542199620933,0,0.4445585758415722,1,0.563,31.3,Low,Execution delay gap (>40% sanctioned not spent)
Dushyant Singh,False,JHALAWAR-BARAN,,17th Lok Sabha,17.0,5.0,11.6237,14.0905,11.4405,9.4858,2.1379,0,0.6729705882352941,0,0.8288529411764706,0,0.18392594440668636,0,0.1708579170490801,0,0.464,9.3,Low,Compliant within operational parameters
Narendra Kumar,False,JHUNJHUNU,,17th Lok Sabha,17.0,9.5,10.0961,16.5623,11.0297,7.7685,2.3276,0,0.6488058823529412,0,0.9742529411764707,0,0.2305444676657323,0,0.29567440637551334,0,0.507,10.1,Low,Compliant within operational parameters
Bhagirath Chaudhary,False,AJMER,,17th Lok Sabha,17.0,7.0,7.4738,15.4391,9.8423,5.1174,2.3564,0,0.5789588235294117,0,0.9081823529411764,0,0.3152880730016859,0,0.4800605549515865,1,0.548,31.0,Low,Execution delay gap (>40% sanctioned not spent)
Rahul Kaswan,False,CHURU,,17th Lok Sabha,17.0,9.5,13.0673,16.718,12.8066,10.6197,2.4476,0,0.7533294117647058,0,0.9834117647058823,0,0.18730724786298625,0,0.17076351256383426,0,0.504,10.1,Low,Compliant within operational parameters
Manoj Rajoria,False,KARAULI-DHOLPUR(SC),,17th Lok Sabha,19.5,5.0,10.8285,26.7182,9.3695,7.8753,2.9532,0,0.4804871794871795,0,1.3701641025641025,0,0.2727247541210694,0,0.15947489193660283,0,0.586,11.7,Low,Compliant within operational parameters
Hanuman Beniwal,False,NAGAUR,,17th Lok Sabha,17.0,7.0,11.4161,13.3832,12.8707,11.2721,0.144,0,0.7571,0,0.7872470588235294,0,0.01261376477080614,0,0.12420458871700836,0,0.518,10.4,Low,Compliant within operational parameters
Subhash Chandra Baheria,False,BHILWARA,,17th Lok Sabha,17.0,5.0,5.5043,6.5438,6.3762,5.4404,0.0639,0,0.3750705882352941,0,0.3849294117647059,0,0.011609105608342569,0,0.14676453059816183,0,0.521,10.4,Low,Compliant within operational parameters
Gajendra Singh Shekhawat,False,JODHPUR,,17th Lok Sabha,22.0,7.0,7.8473,14.0922,7.349,6.4349,1.4124,0,0.33404545454545453,0,0.6405545454545455,0,0.179985472710359,0,0.12438426996870328,0,0.501,10.0,Low,Compliant within operational parameters
Sukhbir Singh Jaunapuria,False,TONK-SAWAI MADHOPUR,,17th Lok Sabha,17.0,7.0,13.3398,16.8722,13.0572,10.421,2.9188,0,0.7680705882352941,0,0.9924823529411765,0,0.2188038801181427,0,0.20189627178874495,0,0.522,10.4,Low,Compliant within operational parameters
Indra Hang Subba,False,SIKKIM,,17th Lok Sabha,17.0,7.0,7.8625,12.4012,7.5412,7.6802,0.1823,0,0.4436,0,0.7294823529411765,0,0.023186009538950714,0,-0.018432079775102136,0,0.534,10.7,Low,Compliant within operational parameters
Ravikumar,False,D VILUPPURAM(SC),,17th Lok Sabha,17.0,9.5,9.7243,12.6716,11.831,7.986,1.7383,0,0.6959411764705882,0,0.7453882352941177,0,0.17875836821159363,0,0.32499366072183244,0,0.49,9.8,Low,Compliant within operational parameters
Kanimozhi Karunanidhi,False,THOOTHUKKUDI,,17th Lok Sabha,17.0,7.0,7.3377,16.7135,14.087,6.785,0.5527,0,0.8286470588235294,0,0.9831470588235294,0,0.07532333019883615,0,0.518350252005395,1,0.563,31.3,Low,Execution delay gap (>40% sanctioned not spent)
Kathir Anand,False,DM VELLORE,,17th Lok Sabha,14.5,7.0,7.1008,6.632,6.632,5.722,1.3788,0,0.45737931034482754,0,0.45737931034482754,0,0.19417530419107706,0,0.13721351025331716,0,0.472,9.4,Low,Compliant within operational parameters
Ganesan Selvam,False,KANCHEEPURAM(SC),,17th Lok Sabha,17.0,9.5,9.6398,16.8892,14.6722,9.0473,0.5925,0,0.8630705882352941,0,0.9934823529411764,0,0.06146393078694579,0,0.38337127356497325,0,0.542,10.8,Low,Compliant within operational parameters
H. Vasanthakumar,False,KANNIYAKUMARI,,17th Lok Sabha,10.0,5.0,5.0,7.8209,2.6575,3.058,1.942,0,0.26575000000000004,0,0.78209,0,0.38839999999999997,0,-0.15070555032925667,0,0.622,12.4,Low,Compliant within operational parameters
P. Raveendranath Kumar,False,THENI,,17th Lok Sabha,17.0,7.0,8.0624,16.6719,16.2081,7.0528,1.0096,0,0.9534176470588236,0,0.9807,0,0.1252232585830522,0,0.564859545535874,1,0.571,31.4,Low,Execution delay gap (>40% sanctioned not spent)
A. Ganeshamurthi,False,ERODE,,17th Lok Sabha,17.0,7.0,7.236,16.1403,12.3725,7.0653,0.1707,0,0.7277941176470588,0,0.9494294117647059,0,0.02359038142620232,0,0.4289513032935947,1,0.542,30.8,Low,Execution delay gap (>40% sanctioned not spent)
M Selvaraj,False,NAGAPATTINAM(SC),,17th Lok Sabha,17.0,9.5,9.633,16.5521,13.3577,8.4943,1.1387,0,0.7857470588235294,0,0.9736529411764705,0,0.11820824249974049,0,0.3640896262081046,0,0.518,10.4,Low,Compliant within operational parameters
T.R.V.S. Ramesh,False,CUDDALORE,,17th Lok Sabha,17.0,9.5,9.8995,11.7646,11.2885,9.3227,0.5768,0,0.664029411764706,0,0.6920352941176471,0,0.058265568968129705,0,0.1741418257518715,0,0.472,9.4,Low,Compliant within operational parameters
Dayanidhi Maran,False,CHENNAI CENTRAL,,17th Lok Sabha,17.0,7.0,8.7078,20.5118,16.7711,8.5292,0.1786,0,0.9865352941176471,0,1.2065764705882354,0,0.020510347045177887,0,0.49143467035555216,1,0.601,32.0,Low,Execution delay gap (>40% sanctioned not spent)
S.S. Palanimanickam,False,THANJAVUR,,17th Lok Sabha,17.0,7.0,7.2054,12.1854,9.5819,4.683,2.5224,0,0.5636411764705882,0,0.7167882352941176,0,0.35007078024814725,0,0.5112660328327367,1,0.555,31.1,Low,Execution delay gap (>40% sanctioned not spent)
K Jayakumar,False,TIRUVALLUR(SC),,17th Lok Sabha,17.0,5.0,5.548,16.3648,12.5226,4.8422,0.7058,0,0.7366235294117648,0,0.962635294117647,0,0.1272170151405912,0,0.6133231118138406,1,0.558,31.2,Low,Execution delay gap (>40% sanctioned not spent)
Vijayakumar Alias Vijay Vasanth,False,KANNIYAKUMARI,,17th Lok Sabha,12.0,2.0,2.1991,7.2688,6.8655,1.9573,0.2418,0,0.572125,0,0.6057333333333333,0,0.10995407212041289,0,0.7149078726968174,1,0.596,31.9,Low,Execution delay gap (>40% sanctioned not spent)
Kani K. Navas,False,RAMANATHAPURAM,,17th Lok Sabha,17.0,5.0,5.7499,12.6842,11.8512,5.0399,0.71,0,0.6971294117647059,0,0.7461294117647059,0,0.1234804083549279,0,0.574735047927636,1,0.554,31.1,Low,Execution delay gap (>40% sanctioned not spent)
S. Ramalingam,False,MAYILADUTHURAI,,17th Lok Sabha,17.0,5.0,5.2876,17.0344,15.1594,5.1119,0.1757,0,0.8917294117647059,0,1.0020235294117648,0,0.0332286859822982,0,0.6627900840402654,1,0.601,32.0,Low,Execution delay gap (>40% sanctioned not spent)
A. Chellakumar,False,KRISHNAGIRI,,17th Lok Sabha,17.0,7.0,7.2234,12.9197,12.2801,4.4944,2.729,0,0.7223588235294117,0,0.7599823529411766,0,0.37779992801173967,0,0.6340094950366854,1,0.586,31.7,Low,Execution delay gap (>40% sanctioned not spent)
Thirumaa Valavan Thol,False,CHIDAMBARAM(SC),,17th Lok Sabha,17.0,9.5,9.6606,16.6517,10.8182,9.4635,0.1971,0,0.6363647058823529,0,0.9795117647058824,0,0.020402459474566797,0,0.12522415928712718,0,0.519,10.4,Low,Compliant within operational parameters
Manickam Tagore B,False,VIRUDHUNAGAR,,17th Lok Sabha,17.0,7.0,8.1881,8.7335,8.6454,7.2143,0.9738,0,0.5085529411764707,0,0.5137352941176471,0,0.1189286891952956,0,0.16553311587665123,0,0.473,9.5,Low,Compliant within operational parameters
T.R. Paarivendhar,False,PERAMBALUR,,17th Lok Sabha,17.0,7.0,7.2602,11.9838,11.4752,6.1786,1.0816,0,0.6750117647058823,0,0.7049294117647059,0,0.14897661221453953,0,0.46156929726714996,1,0.527,30.5,Low,Execution delay gap (>40% sanctioned not spent)
Thalikkottai Rajuthevar Baalu,False,SRIPERUMBUDUR,,17th Lok Sabha,17.0,7.0,7.212,16.4642,13.7239,6.0855,1.1265,0,0.8072882352941176,0,0.9684823529411766,0,0.15619800332778702,0,0.5565764833611437,1,0.555,31.1,Low,Execution delay gap (>40% sanctioned not spent)
Dnv Senthilkumar S.,False,DHARAMAPURI,,17th Lok Sabha,19.5,9.5,9.7564,16.5395,9.9389,7.3942,2.3622,0,0.5096871794871795,0,0.8481794871794872,0,0.24211799434217543,0,0.25603437000070434,0,0.493,9.9,Low,Compliant within operational parameters
Su Thirunavukkarasar,False,TIRUCHIRAPPALLI,,17th Lok Sabha,17.0,9.5,9.7131,11.7006,11.3926,9.6808,0.0323,0,0.6701529411764706,0,0.6882705882352941,0,0.0033254058951313176,0,0.15025542896266,0,0.507,10.1,Low,Compliant within operational parameters
S. Gnanathiraviam,False,TIRUNELVELI,,17th Lok Sabha,17.0,7.0,7.2836,17.4071,15.8913,6.9875,0.2961,0,0.9347823529411764,0,1.0239470588235293,0,0.04065297380416277,0,0.560293997344459,1,0.584,31.7,Low,Execution delay gap (>40% sanctioned not spent)
T. Sumathy (A) Thamizhachi Thangapandian,False,CHENNAI SOUTH,,17th Lok Sabha,22.0,7.0,7.2452,17.4599,13.8551,4.9683,2.2769,0,0.6297772727272727,0,0.7936318181818183,0,0.3142632363495832,0,0.641410022302257,1,0.567,31.3,Low,Execution delay gap (>40% sanctioned not spent)
Andimuthu Raja,False,NILGIRIS(SC),,17th Lok Sabha,17.0,7.0,7.1665,13.471,10.861,6.7523,0.4142,0,0.6388823529411765,0,0.7924117647058824,0,0.05779669294634759,0,0.37829849921738334,0,0.514,10.3,Low,Compliant within operational parameters
Dhanush M Kumar,False,TENKASI(SC),,17th Lok Sabha,17.0,5.0,5.2283,13.2734,11.1387,4.9506,0.2777,0,0.6552176470588236,0,0.7807882352941177,0,0.05311477918252587,0,0.5555495704166554,1,0.567,31.3,Low,Execution delay gap (>40% sanctioned not spent)
Karti P Chidambaram,False,SIVAGANGA,,17th Lok Sabha,17.0,7.0,7.1149,13.6332,10.4432,7.0696,0.0453,0,0.6143058823529411,0,0.8019529411764706,0,0.0063669201253707015,0,0.3230427455186149,0,0.53,10.6,Low,Compliant within operational parameters
S.R. Parthiban,False,SALEM,,17th Lok Sabha,17.0,9.5,10.8055,17.4809,16.6939,10.4381,0.3674,0,0.9819941176470588,0,1.0282882352941176,0,0.034001203091018464,0,0.37473568189578227,0,0.575,11.5,Low,Compliant within operational parameters
K. Subbarayan,False,TIRUPPUR,,17th Lok Sabha,17.0,7.0,7.2098,16.6499,10.0405,6.3135,0.8963,0,0.5906176470588235,0,0.9794058823529411,0,0.12431690199450747,0,0.3711966535531099,0,0.521,10.4,Low,Compliant within operational parameters
A.K.P Chinraj,False,NAMAKKAL,,17th Lok Sabha,17.0,7.0,7.2768,12.2006,11.9642,4.4453,2.8315,0,0.7037764705882353,0,0.7176823529411764,0,0.3891133465259455,0,0.6284498754617944,1,0.59,31.8,Low,Execution delay gap (>40% sanctioned not spent)
S. Venkatesan,False,MADURAI,,17th Lok Sabha,17.0,5.0,5.2503,16.6637,15.2605,4.3425,0.9078,0,0.8976764705882353,0,0.9802176470588234,0,0.172904405462545,0,0.715441826938829,1,0.596,31.9,Low,Execution delay gap (>40% sanctioned not spent)
V. Kalanidhi,False,CHENNAI NORTH,,17th Lok Sabha,17.0,5.0,7.8324,19.711,13.6469,7.7986,0.0338,0,0.8027588235294117,0,1.159470588235294,0,0.004315407793268985,0,0.42854421150590977,1,0.574,31.5,Low,Execution delay gap (>40% sanctioned not spent)
M.K. Vishnu Prasad,False,ARANI,,17th Lok Sabha,17.0,12.0,12.1485,17.3575,15.8883,11.5587,0.5898,0,0.9346058823529412,0,1.021029411764706,0,0.04854920360538338,0,0.2725024074318838,0,0.562,11.2,Low,Compliant within operational parameters
K. Shanmuga Sundaram,False,POLLACHI,,17th Lok Sabha,17.0,7.0,7.139,10.1767,9.6334,6.6953,0.4437,0,0.5666705882352941,0,0.5986294117647059,0,0.06215156184339543,0,0.3049909689206303,0,0.508,10.2,Low,Compliant within operational parameters
C.N. Annadurai,False,TIRUVANNAMALAI,,17th Lok Sabha,17.0,12.0,12.9488,17.5476,17.4573,11.4679,1.4809,0,1.0269,0,1.0322117647058824,0,0.11436580995922403,0,0.34308856466922144,0,0.57,11.4,Low,Compliant within operational parameters
Gautham Sigamani Pon,False,KALLAKURICHI,,17th Lok Sabha,17.0,7.0,7.1709,12.0497,11.8497,6.006,1.1649,0,0.6970411764705883,0,0.7088058823529412,0,0.16244822825586747,0,0.4931517253601357,1,0.54,30.8,Low,Execution delay gap (>40% sanctioned not spent)
S. Jagathrakshakan,False,ARAKKONAM,,17th Lok Sabha,17.0,7.0,7.1045,11.6889,9.2882,6.4192,0.6853,0,0.546364705882353,0,0.6875823529411765,0,0.09645999014708988,0,0.3088865442173941,0,0.496,9.9,Low,Compliant within operational parameters
P. Velusamy,False,DINDIGUL,,17th Lok Sabha,17.0,7.0,7.7531,14.3221,12.1177,7.6718,0.0813,0,0.7128058823529412,0,0.8424764705882354,0,0.010486128129393403,0,0.366893057263342,0,0.536,10.7,Low,Compliant within operational parameters
P.R. Natarajan,False,COIMBATORE,,17th Lok Sabha,17.0,7.0,8.5107,16.35,15.557,6.8109,1.6998,0,0.9151176470588236,0,0.9617647058823531,0,0.19972505199337304,0,0.5621970816995565,1,0.571,31.4,Low,Execution delay gap (>40% sanctioned not spent)
S. Jothimani,False,KARUR,,17th Lok Sabha,17.0,9.5,10.0477,16.0991,12.9402,9.8688,0.1789,0,0.7611882352941177,0,0.9470058823529411,0,0.017805069816973038,0,0.23735336393564244,0,0.529,10.6,Low,Compliant within operational parameters
Bheemrao Baswanthrao Patil,False,ZAHIRABAD,,17th Lok Sabha,17.0,7.0,7.3697,8.8252,7.8052,4.5291,2.8406,0,0.4591294117647059,0,0.519129411764706,0,0.3854430980908313,0,0.41973299851381135,1,0.548,31.0,Low,Execution delay gap (>40% sanctioned not spent)
